,Main_Tweet_ID,Reply_id,temporal_setting,Main_tweet,Reply_tweet,gold_1,gold_2,gold_adj
207,1506683109076611079,1506683366741098499,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?", i think it needs to be lower paid to get a better class of people doing to job,y,y,y
208,1504660086853189632,1504664150978756612,new,Probably going to sleep soon. Do you guys ever feel like going to sleep?," omg same! we relate to each other so well, we should be best friends!",y,y,y
209,1466816231076474886,1466830622303870977,old,Do you need permission to serialise a self-published book on the radio?, does it come with a francois ta action man figure attached to the front cover,uk,uk,uk
210,1530330429831712774,1530362402365005824,new,"Ladies, is it unattractive if a man plays video games for a living?", it’s 50/50 really my girl hates it and can’t stand it.,py,y,y
211,1518730408333963264,1518731729464344576,new,Do you think this is the beginning of the end for twitter?," yes, but it will be a slow demise.",y,y,y
212,1456765662072819714,1456794477625057283,old,Do you want OBJ on your team?, no sir.  don't need a cancer in the locker room,n,n,n
213,1381733726221139971,1381751181979103236,old,do you ever realize that some of your parents still do it?, pri my dad is dead so i hope to god not,n,n,n
214,1531790432560107520,1531790620595040257,new,Do you own a gun?, would be interested to see a version of this poll for americans only,uk,uk,uk
215,1524121249118666752,1524124753535324161,new,Do you think political Evangelicals destroyed their credibility forever?, yes.  and far worse damaged the faith they claim to hold dear.,y,y,y
216,1471504505954918415,1471561023488413699,old,Do you believe a biological male athlete should be able to compete in women’s sports if he decides to change his gender to a woman?, nah our country needs to start treating mental health again instead of encouraging it,n,n,n
217,1507066176920162304,1507156564964163585,new,is it legal to drive with ur titties out?, take them tidedes out cause you know i’m tryna see em,y,uk,uk
218,1507889736362475522,1507890151430803462,new,Is it too much to ask the coaches to wear suits again?, it’s too much to ask guys to shave in order to play baseball,py,py,py
219,1526559173063974912,1526562682215747591,new,Is it so hard to denounce white nationalism?, it is if you’re a white nationalist.,py,py,py
220,1456765662072819714,1456765798316392452,old,Do you want OBJ on your team?," no, i don’t want ab part 2",n,n,n
221,1450330006320730116,1450330184226263045,old,Is it weird I want someone to spank me rn?, i wanna get spanked too so nah in don't think so,n,n,n
222,1404486253907787780,1405187414558187531,old,"This is never going to end is it, there’s always going to be a reason?", yup they’ve become good at making up sh#t,y,y,y
223,1524152727839907841,1524152861101285377,new,Is it worth to invest into bitcoin now?, no it’s all a scam and a way for the elites to launder money.,n,n,n
224,1524152727839907841,1524152986724831232,new,Is it worth to invest into bitcoin now?, yes it might go up in the future,y,y,y
225,1518730408333963264,1518731675274027008,new,Do you think this is the beginning of the end for twitter?, musk can’t miss.   free speech is critical for human survival.,uk,n,uk
226,1530916096551047168,1530939214350917632,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?"," without threat of blasphemy, izlam will not survive and nobody will remain in that religion.",n,n,n
227,1504660086853189632,1504660535547150342,new,Probably going to sleep soon. Do you guys ever feel like going to sleep?, i do. quite a bit actually. at least once a day. sometimes more.,y,y,y
228,1506565419313868802,1506571600421863425,new,"My name regularly gets autocorrected to ""Satanism"". Get a surprising number of messages addressed to it. Do you have an autocorrect hell?", i get lousie rather than louise - i just accept it as feedback!! 🤣🤣🤣,y,y,y
229,1523762230415835139,1523764495704674307,new,"“I am able to succeed in anything that I decide to do.” This is the absolute truth, but the point is, do YOU believe it?", yes i do. i'm never gonna give up.,y,y,y
230,1509576610919313410,1509578026274721794,new,Is it foolish to assume that people are always rational?," yes bro, people are creatures of emotions not logic",y,y,y
231,1519855268414246913,1519868160446504961,new,Do you guys think money buys happiness?, no but definitely can make life a little easier.,n,n,n
232,1450917556957687814,1450917969761030168,old,Do you believe career politicians have any right to exist?, no!!!  after they get elected there only interest is there pocket book,n,n,n
233,1418240730636513282,1418411026974838785,old,Is it too much to ask that our public health officials *look* healthy?, that should go for any doctor. practice what you preach!,n,n,n
234,1515913746954162176,1515917204553838597,new,Is it too much to wish an aneurysm on someone?, nope. wishes are like thoughts and prayers. really don't do anything.,n,n,n
235,1529620582026862592,1529621446464614401,new,Do you think student loans should be forgiven?, yes - all of them - send money to everyone who ever had to pay one.,y,y,y
236,1524152727839907841,1524157026154303488,new,Is it worth to invest into bitcoin now?, no but other emgering cryptos are. check out alex becker channel for the best investmenting strategies.,pn,n,n
237,1497519871462363142,1497540998372925441,new,Do you have the courage to be disliked?, being ready to be disliked relieves the pressure of being liked.,py,y,y
238,1415752260479508495,1415761435565641733,old,"Looking at all these recount results I gotta wonder, is it possible to recall a president?", if they've won because of fraud then you should be able to.,py,py,py
239,1439972449777500160,1440113839685738501,old,Do you still wear a mask?," no, i don't (in poland)",n,n,n
240,1509576610919313410,1509848907899092999,new,Is it foolish to assume that people are always rational?, no...but assuming you know what their objectives and constraints are can be problematic.,n,n,n
241,1530916096551047168,1530918940741869574,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?", you need guts to write this being a congressi..hatsoff,n,y,n
242,1439972449777500160,1439977618464518146,old,Do you still wear a mask?, no. i’m “feeling the spirit”,n,n,n
243,1523762230415835139,1523995751138877442,new,"“I am able to succeed in anything that I decide to do.” This is the absolute truth, but the point is, do YOU believe it?", thank you! thank you! thank you!,py,y,y
244,1415752260479508495,1415824958924763138,old,"Looking at all these recount results I gotta wonder, is it possible to recall a president?", i’m willing to find out...🤷🏽‍♂️,uk,uk,uk
245,1524121249118666752,1524130571156340748,new,Do you think political Evangelicals destroyed their credibility forever?, i think they are trying to turn our democracy into a theocracy.,py,y,y
246,1411546362450042881,1411631993050353670,old,Do you believe in reincarnation ?, if i got reincarnated in another world it better be a fantasy world,y,py,y
247,1518730408333963264,1518730585077956608,new,Do you think this is the beginning of the end for twitter?, this is the single greatest thing to happen to the internet.,y,y,y
248,1527752294716022786,1527973708794630145,new,Do you think cursive writing should still be taught in school?," yes, it is a beautiful way to express yourself.",y,y,y
249,1515103202865262598,1515104278616031234,new,Do you want a shark card?, i’m unable to play gta online,uk,pn,uk
250,1470926916383346690,1470927060625342469,old,Do you Enjoy Basketball?, better question is if i find joy in anything else,n,n,n
251,1527752294716022786,1527780744092954626,new,Do you think cursive writing should still be taught in school?, yes cause most of these kids don’t know how to sign their name.,y,y,y
252,1523762230415835139,1523769004330221568,new,"“I am able to succeed in anything that I decide to do.” This is the absolute truth, but the point is, do YOU believe it?", i am able to succeed in anything that i decide to do.,y,y,y
253,1439972449777500160,1439973142269726723,old,Do you still wear a mask?, no!! have never worn a mask 👍,n,n,n
254,1528328624385974272,1528372300654977025,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?"," well, that was advice - and i - for one - did not ask",y,y,y
255,1450330006320730116,1450330187581829120,old,Is it weird I want someone to spank me rn?, will there ever be a day were fefe isn't horny on twitter,n,n,n
256,1500540062915825665,1500540367367778306,new,Is it reassuring to know there are twats everywhere!?," no, because it means they are breeding or growing them somewhere 😩",n,n,n
257,1415752260479508495,1415752657654927363,old,"Looking at all these recount results I gotta wonder, is it possible to recall a president?", valid question. i think it will be answered sooner than later,uk,uk,uk
258,1526559173063974912,1526559807456657411,new,Is it so hard to denounce white nationalism?," apparently, republicans don’t want to offend their base.",y,py,y
259,1530916096551047168,1530917748045295617,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?", courtesy tweet. will be used after so many years to defend the secular fabric.,uk,uk,uk
260,1529747637116841986,1529749230046298114,new,Is it possible to have a bestie of the opposite sex and not develop feelings?, it's possible but it's rare to find these days....,y,y,y
261,1439972449777500160,1440069131852599296,old,Do you still wear a mask?," only when virtue signaling, but not for attending g7 meetings or award ceremonies.",py,py,py
262,1518841104149487616,1518929362514493441,new,Do you consider it acceptable for white people to say “white lives matter?, i think you can say anything now with the new management!,y,py,y
263,1451009236423565312,1451011835474419715,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, i usually only hear it on tuesday.,py,y,y
264,1383196573903904768,1383198398199762946,old,Do you drive really slow in the passing lane and use no other lane?, so dangerous when people do that. everyone starts jockeying around. see it all the time.,n,n,n
265,1383196573903904768,1383208783757803520,old,Do you drive really slow in the passing lane and use no other lane?," sorry mate, i’ll get outa your way next time 😜",n,py,n
266,1518841104149487616,1518924057898594305,new,Do you consider it acceptable for white people to say “white lives matter?, people can say what they want. not my business to care what strangers say.,y,uk,uk
267,1506834667936391173,1506835323338342404,new,Is it weird to buy my sister a massage?, as long as you don't give it.,n,py,py
268,1512303495902380033,1512392962839392258,new,Is it game time yet?, it’s not and i feel like you guys should know that,n,n,n
269,1402603886897242112,1402605806978220036,old,Is it enough?, the fact you have to even ask this shows your part of the problem.,n,uk,uk
270,1528328624385974272,1528345131329413122,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?", it’s not always easy. always the chance to do things differently,py,py,py
271,1500540062915825665,1500540742548209668,new,Is it reassuring to know there are twats everywhere!?, what’s bought that on georgey !,uk,y,uk
272,1529972370143731712,1530007649319694336,new,"After having some wine at airport, is it OK to go up to some guy and tell him his man bun looks really silly?", i hate them. to think they chose that as a hairstyle.,y,y,y
273,1506683109076611079,1506698337654816773,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?"," they forget that they are here to serve us, not the other way round",n,n,n
274,1522018378998853633,1522023286837682176,new,"I tend to go back and forth on this, do you like the transfer portal?", i think the transfer portal would have less of an impact if nil was reigned in.,uk,n,uk
275,1533571194800177153,1533572730213236744,new,Is it rude to ask someone to brush their teeth before having sex?," not at all, of go further and ask them if they showered",n,n,n
276,1518841104149487616,1518982019396644864,new,Do you consider it acceptable for white people to say “white lives matter?," yes. i consider all statements, even lies to have the right to be expressed",y,y,y
277,1381733726221139971,1381733802981068800,old,do you ever realize that some of your parents still do it?, now why would u say that to me here on this day,y,n,y
278,1526974647324901378,1527008165254021123,new,do you think minecraft is dying?, i think its going back to the 2015-2018 era but idk summer could clutch,uk,py,uk
279,1505976111242559488,1505976474322538508,new,Do you want the No Build LTM to become a permanent selectable mode in the future (with normal build modes still being here)?," yes but i personally wont play it
but its good for other people
people very obviously love it",y,y,y
280,1522910344838008833,1522911206092255234,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, no. but i do think mps should have to pass an iq test though!,n,n,n
281,1451009236423565312,1451012049157476355,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, yes if i listen hard i can hear my mom singing it all the time,pn,py,py
282,1518841104149487616,1518842277082279936,new,Do you consider it acceptable for white people to say “white lives matter?," yes, and black people can say it too.",y,y,y
283,1507066176920162304,1507068072041095176,new,is it legal to drive with ur titties out?, i don’t know but miss bnasty be doing it in tuesdays,uk,uk,uk
284,1529747637116841986,1529813549647810561,new,Is it possible to have a bestie of the opposite sex and not develop feelings?, they'll develop feelings for each other but may decide to ignore it for the sake of friendship,n,y,y
285,1526559173063974912,1526559947030396929,new,Is it so hard to denounce white nationalism?," seems to be challenging for some news media, fox propaganda channel and all gop members.",y,py,y
286,1529620582026862592,1529632578273157120,new,Do you think student loans should be forgiven?, only if they forgive my morage or pay me back for my college that i paid for.,py,n,n
287,1522018378998853633,1522029078445842434,new,"I tend to go back and forth on this, do you like the transfer portal?", love it.  gotta be rough on coaching staffs but it keeps the kool-aid flowing,y,y,y
288,1527140962098499584,1527398374344884224,new,Do you become more powerful the more tabs you have open?, only if you actually go back and read those tabs,py,pn,py
289,1397076480824418310,1397115590687428608,old,...Do you die a lot in dark souls?,'s account is temporarily unavailable because it violates the twitter media policy. learn more.,uk,uk,uk
290,1533518089362591744,1533520442824110080,new,"Broke people: ""But does it make you happy?"," they say money can't buy happiness, we'll i liked to find out 😀",uk,uk,uk
291,1507066176920162304,1507173095710535684,new,is it legal to drive with ur titties out?, yeah but i have to be in the car to make sure very thing is ok.,y,py,y
292,1466816231076474886,1466846176649621511,old,Do you need permission to serialise a self-published book on the radio?, so mystery hour could become spartan hour…..cool. and maybe a board game could follow,uk,y,uk
293,1526625806340038664,1526626257181589508,new,Do you talk to yourself?, no one else to talk to some days,y,y,y
294,1456765662072819714,1456766589559361539,old,Do you want OBJ on your team?, cowboys don’t need him but it would be cool to have him,y,y,y
295,1456765662072819714,1456768397753081860,old,Do you want OBJ on your team?, he’s gonna go to the bucs,uk,n,uk
296,1527140962098499584,1527206418159243265,new,Do you become more powerful the more tabs you have open?," builds confidence
bringing back something to life when you by mistake killed it 💪",y,y,y
297,1402603886897242112,1402604098248220675,old,Is it enough?, -tried to makes pay 15 pounds to watch sheffield,uk,uk,uk
298,1526974647324901378,1527081078472724482,new,do you think minecraft is dying?, why this fr make me realize that mcc islands is the new  gta 6 :💀,uk,y,uk
299,1533571194800177153,1533576987037540353,new,Is it rude to ask someone to brush their teeth before having sex?, i don't think it's rude it's more up to personal preference i would assume.,n,pn,n
300,1513489240499585029,1513544088510889984,new,do you even like them if you don't brag about them to your friends?, i believe in keep it private until it's permanent supremacy 🥺🥺🥺,y,y,y
301,1528328624385974272,1528418878690320387,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?", put another way “when i want your opinion i will ask you for it”,uk,py,uk
302,1524121249118666752,1524123068779487232,new,Do you think political Evangelicals destroyed their credibility forever?, i never thought they were credible to begin with.,n,uk,n
303,1524121249118666752,1524121876108242944,new,Do you think political Evangelicals destroyed their credibility forever?, you are assuming they had any credibility to begin with. spoiler alert: they didn't.,y,y,y
304,1528781032014725123,1528781333727571968,new,do you still super follow me ?, i wish i could just can’t afford it,n,n,n
305,1497519871462363142,1497521366840397824,new,Do you have the courage to be disliked?," u should've added one more option -
i don't know",uk,uk,uk
306,1471504505954918415,1471510525133549568,old,Do you believe a biological male athlete should be able to compete in women’s sports if he decides to change his gender to a woman?," yes, because those pushing it and those accepting it (hello athletes) will learn consequences.",y,y,y
307,1533571194800177153,1533588232385986561,new,Is it rude to ask someone to brush their teeth before having sex?, it would be rude not to tell someone to brush their teeth before sex.,n,n,n
308,1397076480824418310,1397097407381442560,old,...Do you die a lot in dark souls?, it is. it really is. you are going to die a lot.,y,y,y
309,1519075768277606403,1519080337590128640,new,"I suddenly can't ""like"" any posts. Is it just me?", i just liked this so it might be just a glitch,py,y,y
310,1512303495902380033,1512303555209748481,new,Is it game time yet?, no but like 11 hours or so and then yes,n,n,n
311,1519075768277606403,1519078248973410304,new,"I suddenly can't ""like"" any posts. Is it just me?", same here. glad to know it's not just me!,n,n,n
312,1383196573903904768,1383197202139389952,old,Do you drive really slow in the passing lane and use no other lane?, people like that just want the world to burn.,n,n,n
313,1509576610919313410,1509586477826514953,new,Is it foolish to assume that people are always rational?, it’s wishful; emotional and rational mind are always trying to be in control,py,py,py
314,1518730408333963264,1518737695782146048,new,Do you think this is the beginning of the end for twitter?, it the beginning of the ending of earth. i could careless about twitter.,uk,uk,uk
315,1528328624385974272,1528401897127821318,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?", advice is getting someone else to test your hypothesis.,uk,y,uk
316,1451009236423565312,1451011989451513858,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, probably the worst thing to happen to country music since the radio.,n,n,n
317,1527752294716022786,1527800225078956032,new,Do you think cursive writing should still be taught in school?," yes, if for no other reason than the ability to read cursive.",y,y,y
318,1381733726221139971,1381735776220819462,old,do you ever realize that some of your parents still do it?, oh no pri! i was about to have some fun... now its too weird,y,y,y
319,1451009236423565312,1451030480925593602,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, only if you mainly go to applebee’s.,py,py,py
320,1529620582026862592,1529652177878261761,new,Do you think student loans should be forgiven?," anyone that says yes, can i borrow a few grand.",n,n,n
321,1515913746954162176,1515981383251943427,new,Is it too much to wish an aneurysm on someone?, my best friend had one and i wouldn't wish it on anyone.,y,n,n
322,1519855268414246913,1519855467421347841,new,Do you guys think money buys happiness?, no  it can create peace and time which can create happiness if used properly,n,n,n
323,1397397112401264643,1397398512824893443,old,I never watched Game of Thrones….is it good?, yesssss just hold your breath on the last season...😬,y,y,y
324,1528328624385974272,1528330816069292035,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?"," but, i did not ask for your advice.",y,uk,uk
325,1515913746954162176,1515975096359337984,new,Is it too much to wish an aneurysm on someone?, just say sorry to your wife and hopefully she’ll let you sleep indoors again.,py,py,py
326,1522910344838008833,1522912211877998592,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, ridiculous question that i'd expect that from zac goldsmith,uk,pn,uk
327,1526625806340038664,1526634845144743936,new,Do you talk to yourself?, have to...im the only one who listens to me!!🤣🤣,y,y,y
328,1500540062915825665,1500743079673794565,new,Is it reassuring to know there are twats everywhere!?, we like to call the really annoying twats “twatwaffles”.,uk,uk,uk
329,1506683109076611079,1506732922165993485,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?", it should be there terms of reference 😞👍,n,n,n
330,1527140962098499584,1527665371754418178,new,Do you become more powerful the more tabs you have open?, depending on the tabs you could use more function buttons .,uk,y,uk
331,1526974647324901378,1527006005112217600,new,do you think minecraft is dying?," not yet, but eventually it will be too full of features to keep going on",n,py,n
332,1506834667936391173,1506857007504150528,new,Is it weird to buy my sister a massage?, it's only weird if she doesn't get the happy ending,pn,py,pn
333,1532019243025420289,1532034705645785093,new,Question. Is it ever acceptable to use the phrase PLATTY JOOBS?, fifth option. i don't give a rat's arse.,uk,uk,uk
334,1450917556957687814,1450922561626415116,old,Do you believe career politicians have any right to exist?, this question proves your white privilege. 😂,uk,n,uk
335,1472909639650004992,1472960431971082244,old,I'm thirsty. Is it too early for a work meeting?," no, just make sure you're wearing a suit.",n,n,n
336,1404486253907787780,1404797131479785480,old,"This is never going to end is it, there’s always going to be a reason?", not until we the people refuse to obey !!,pn,n,n
337,1402603886897242112,1402606761069142019,old,Is it enough?, only if it goes to grassroots. premier league shouldn’t just pocket it.,py,pn,pn
338,1450917556957687814,1450922923200499720,old,Do you believe career politicians have any right to exist?, everyone has a god given right even crooked career politicians.,y,y,y
339,1530916096551047168,1530918157673984000,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?"," could have named n speak, itna darna or politically correct hona bhi theek nahi hai.",uk,y,y
340,1506834667936391173,1506836144100716548,new,Is it weird to buy my sister a massage?, it’d be weirder if you gave her one.,n,y,y
341,1450330006320730116,1450366994604195846,old,Is it weird I want someone to spank me rn?, i would be surprised if you didn't.,n,n,n
342,1418240730636513282,1418240978612334594,old,Is it too much to ask that our public health officials *look* healthy?," don't just ask, demand it. 🤣",n,n,n
343,1439972449777500160,1440113111655084033,old,Do you still wear a mask?, always when i leave the house and in any closed area.,py,y,y
344,1531417724584353793,1531434386859622403,new,Do you believe we are living in the Biblical end times?, every generation is ego centric and thinks every thing of importance will happen in their time.,n,n,n
345,1402939403920560129,1402940019203969028,old,My boss was surprised I can drive a manual. Is it that unusual for females to be able to drive manuals?," i'm female and can confidently reverse park, apparently this makes me a unicorn.",y,y,y
346,1527140962098499584,1527494808499011584,new,Do you become more powerful the more tabs you have open?," you *feel* more powerful, at any rate. perception is reality :p",y,py,y
347,1515103202865262598,1515103925506088967,new,Do you want a shark card?, yes i would love a shark card!,y,y,y
348,1470926916383346690,1470926984125558788,old,Do you Enjoy Basketball?," when joel embiid plays, most definitely yes",py,y,y
349,1506834667936391173,1506855668716032001,new,Is it weird to buy my sister a massage?, it’s weird that you paid yourself to massage your sister,n,n,n
350,1533571194800177153,1533572026752974849,new,Is it rude to ask someone to brush their teeth before having sex?, i wouldn't think so but i think you should do it without being asked,n,n,n
351,1526559173063974912,1526559346750017538,new,Is it so hard to denounce white nationalism?," they seem to be having an issue with even pronouncing it, never mind denouncing it.",y,y,y
352,1466816231076474886,1466827751193784333,old,Do you need permission to serialise a self-published book on the radio?, comprehensive f**kwit actually which may also be a good description of our pint sized spartan.,uk,uk,uk
353,1404133822300622853,1404134051104108544,old,Do you watch sports shows on tv?, always something better to do than listen to dudes say dumb shit on purpose for attention,y,pn,pn
354,1527140962098499584,1527142411280867329,new,Do you become more powerful the more tabs you have open?, only when i can remember which ones are open 😬,py,py,py
355,1526625806340038664,1526626382310252546,new,Do you talk to yourself?," yes, quite often the only way i can get a sensible conversation!",y,y,y
356,1527140962098499584,1527176177097625600,new,Do you become more powerful the more tabs you have open?," yes, because it forces you to upgrade your hardware",y,y,y
357,1439972449777500160,1439974380872863757,old,Do you still wear a mask?, only when i’m alone driving in my car,py,py,py
358,1470926916383346690,1470927479309316097,old,Do you Enjoy Basketball?," aight, whos the 8% that said no, we need to talk",y,y,y
359,1518841104149487616,1518898242645331969,new,Do you consider it acceptable for white people to say “white lives matter?,'s account is temporarily unavailable because it violates the twitter media policy. learn more.,uk,uk,uk
360,1456765662072819714,1456766406893228041,old,Do you want OBJ on your team?, come to tampa on the vet minimum and win a ring obj,y,y,y
361,1451009236423565312,1451348970995949568,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, it’s because you watch ticktock videos… trust me i’m in the same boat,y,y,y
362,1530916096551047168,1530973036655939584,new,"If you need rape & death threats to defend your religion/religious beliefs, do you really trust your religion/religious beliefs?"," singhvi ji, please accept my heartiest admirations for your bold & truthful words 🙏🇮🇳",uk,y,uk
363,1497519871462363142,1497594047321767936,new,Do you have the courage to be disliked?, i want to change my answer to no.,n,n,n
364,1526625806340038664,1526635671984668673,new,Do you talk to yourself?, where else would you get expert advice 🤣,y,y,y
365,1528328624385974272,1528338341070098434,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?", i think you should take a job at cal poly.,uk,uk,uk
366,1471504505954918415,1471532477046951936,old,Do you believe a biological male athlete should be able to compete in women’s sports if he decides to change his gender to a woman?, yes! it’s time to make women’s sports exciting again!,y,y,y
367,1522910344838008833,1522910966563889156,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, if you pay tax then you should be able to vote on who spends the tax money,py,n,n
368,1526974647324901378,1527158854366408704,new,do you think minecraft is dying?, it gets a little boring but you gotta play or make some minigames.,py,py,py
369,1505976111242559488,1505976243245703168,new,Do you want the No Build LTM to become a permanent selectable mode in the future (with normal build modes still being here)?, yes so we can end the debate and so that everyone is happy,y,y,y
370,1528328624385974272,1528333539208478720,new,"Don't offer advice unless you were asked. Can't be so difficult to understand, can it?"," ya, i was told recently it was cruel to pray for someone with a problem.",uk,y,y
371,1415752260479508495,1415790126781829122,old,"Looking at all these recount results I gotta wonder, is it possible to recall a president?"," no.
the law currently doesn't provide for that",n,n,n
372,1471504505954918415,1471504716202864645,old,Do you believe a biological male athlete should be able to compete in women’s sports if he decides to change his gender to a woman?," gotta at least lose the dick, show some commitment",py,pn,pn
373,1450917556957687814,1450918044797214726,old,Do you believe career politicians have any right to exist?, we probably wouldn’t be in the situation we are now.,pn,pn,pn
374,1506834667936391173,1506834979401125890,new,Is it weird to buy my sister a massage?, you better shake that man’s hand before and not after you feel me,uk,uk,uk
375,1526559173063974912,1526562361141764096,new,Is it so hard to denounce white nationalism?, they don’t want to denounce it. it is their demographic.,uk,y,y
376,1526559173063974912,1526566742037876737,new,Is it so hard to denounce white nationalism?, yes if you’re a white nationalist,py,py,py
377,1402603886897242112,1402605818126688261,old,Is it enough?, i'm sure city can cover the bill for all six,n,uk,n
378,1524121249118666752,1524123790371966977,new,Do you think political Evangelicals destroyed their credibility forever?, i never believed evangelicals had much credibility to begin with.,y,y,y
379,1402939403920560129,1402941490364485638,old,My boss was surprised I can drive a manual. Is it that unusual for females to be able to drive manuals?, i don’t assume people can drive manual if they’re under 30.,py,py,py
380,1397397112401264643,1397397895616372738,old,I never watched Game of Thrones….is it good?, what you mean 🤦🏽‍♂️ #unfollow 🤣 it’s good af.,y,y,y
381,1404133822300622853,1404133900679581697,old,Do you watch sports shows on tv?, i only listen to podcasts don’t watch the shows,n,y,y
382,1528781032014725123,1528781712443985921,new,do you still super follow me ?, will do so once my funds is good,py,n,n
383,1533518089362591744,1533521319504932864,new,"Broke people: ""But does it make you happy?", small pp people: “that’s enough dick talk!!!”,uk,y,uk
384,1404486253907787780,1404487081024528387,old,"This is never going to end is it, there’s always going to be a reason?", yup. after this 10 million vaccinations there will be the next 10 million,y,y,y
385,1506683109076611079,1506689775784316932,new,"All we want is a government that cares about people. All of the people. It’s not complicated, is it?", well it would appear that it is.,y,y,y
386,1524121249118666752,1524136957575667714,new,Do you think political Evangelicals destroyed their credibility forever?," decades ago for me, but yeah, they’re done",y,py,y
387,1522018378998853633,1522020091482689536,new,"I tend to go back and forth on this, do you like the transfer portal?"," honestly, portal + nil is probably donu’s best chance to return to major national prominence",py,py,py
388,1497519871462363142,1497520527539576832,new,Do you have the courage to be disliked?, anytime! i can make you laugh by joking on myself!,y,y,y
389,1505976111242559488,1505976181379801092,new,Do you want the No Build LTM to become a permanent selectable mode in the future (with normal build modes still being here)?, hell yes i actually have a chance to win now,y,y,y
390,1497519871462363142,1497521477448392704,new,Do you have the courage to be disliked?, 😂i have the courage to do epic shit,py,y,y
391,1404133822300622853,1404133989275869186,old,Do you watch sports shows on tv?, the only sport show i watch is called game by some guy named kenny,y,py,y
392,1472909639650004992,1472910116898934787,old,I'm thirsty. Is it too early for a work meeting?, as long as you are wearing a suit. 🙄,pn,pn,pn
393,1522910344838008833,1523007715253321728,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, wow! didn't know anti-democracy was so strong.,n,pn,n
394,1519075768277606403,1519079317699010564,new,"I suddenly can't ""like"" any posts. Is it just me?", what's happening i can't like anything,n,n,n
395,1507889736362475522,1507892177145315331,new,Is it too much to ask the coaches to wear suits again?, fanatics doesn’t sell suits- it’s all about the ca$h,uk,py,uk
396,1397397112401264643,1397556831342432256,old,I never watched Game of Thrones….is it good?, hell yes it is good. i highly recommend it.,y,y,y
397,1450917556957687814,1450968900242272256,old,Do you believe career politicians have any right to exist?," no. they should have term limits, just like presidents.",n,n,n
398,1442532393311682563,1442569185259782145,old,Is it bad if I brake with my left foot while driving?, i mean you drive on the wrong side so why not break on the wrong side aswell,y,n,n
399,1529747637116841986,1529759354274062336,new,Is it possible to have a bestie of the opposite sex and not develop feelings?, keeping a female friend is like keeping a chicken you know you will eat one day.,n,y,y
400,1509322461187301377,1509322761826676736,new,Do you own any NFTs?," yes, but i wish i didn't. lol",y,y,y
401,1397076480824418310,1397077954295910401,old,...Do you die a lot in dark souls?, i fear you may get alcohol poisoning.,y,uk,uk
402,1518730408333963264,1518736953641996289,new,Do you think this is the beginning of the end for twitter?," in it present form. yes, it ill be better reflecting two sides.... interesting concept huh🧐🧐🧐",y,y,y
403,1442532393311682563,1442534172384317443,old,Is it bad if I brake with my left foot while driving?, ur foot gonna get tired of sittin there,y,y,y
404,1531790432560107520,1531790606779011081,new,Do you own a gun?, a bold set of categories on this one,y,uk,uk
405,1397397112401264643,1397398667691233283,old,I never watched Game of Thrones….is it good?," it’s absolutely amazing, just the last season will give you very mixed emotions",y,py,y
406,1404133822300622853,1404134017050595335,old,Do you watch sports shows on tv?, i watch espn because i have nothing else to do,y,y,y
407,1418240730636513282,1418241140399120384,old,Is it too much to ask that our public health officials *look* healthy?," at least to a degree. most officials will not be very athletic though, understandably",pn,py,py
408,1522910344838008833,1522917024351068163,new,Do you think only people with a certain level of political knowledge should be allowed to vote?, that used to be a default yes with 18yo persons receiving basic civics.,y,py,py
409,1450917556957687814,1450932602500784134,old,Do you believe career politicians have any right to exist?, if they truly worked for those they represented versus being raped...,py,py,py
410,1531417724584353793,1531449204622622720,new,Do you believe we are living in the Biblical end times?, wef chip in body says yes to me.,y,y,y
411,1466816231076474886,1466816910222401537,old,Do you need permission to serialise a self-published book on the radio?, just get someone to keep calling you up and reading from it,uk,y,uk
412,1404486253907787780,1404768589647802376,old,"This is never going to end is it, there’s always going to be a reason?", the world bank have it due to finish 2025. then covid 21 to start. rise up.,uk,y,uk
