,Unnamed: 0,Main_Tweet_ID,Reply_id,temporal_setting,Main_tweet,Reply_tweet,gold,prompt,gpt3_out,clean_reason
624,624,1386167711563014149,1386172381555740677,old,"If a toe is swollen and blue, is it broken?", supposed to just say “lower body bruise”,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: If a toe is swollen and blue, is it broken?
Answer: supposed to just say “lower body bruise”","

The given answer can be interpreted as ""no."", because the answerer says that a blue, swollen toe is just a lower body bruise."," says that a blue, swollen toe is just a lower body bruise"
625,625,1450330006320730116,1450342833152483330,old,Is it weird I want someone to spank me rn?, i think it's weirder that you somehow don't have anyone to oblige.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it weird I want someone to spank me rn?
Answer: i think it's weirder that you somehow don't have anyone to oblige.","

The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.", mentions a list of weird things he or she is really good at
626,626,1390271989127041029,1390272765140348930,old,Is it time to stop falling off of stuff in rasslin?, dont fall off a cage on a mattress unless you cut away do you cant see it,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it time to stop falling off of stuff in rasslin?
Answer: dont fall off a cage on a mattress unless you cut away do you cant see it","

The given answer can be interpreted as ""no."", because the answerer is telling the asker not to fall off of things in wrestling.", is telling the asker not to fall off of things in wrestling
627,627,1397076480824418310,1397081041848860673,old,...Do you die a lot in dark souls?, you can't back out now a lot of people will be disappointed 🥺🥺🥺,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: ...Do you die a lot in dark souls?
Answer: you can't back out now a lot of people will be disappointed 🥺🥺🥺","
The answer to this question could be interpreted as ""yes"", because the person who answered the question said that a lot of people would be disappointed if they were to back out now.","
the answer to this question could be interpreted as ""yes"", because the person who answered the question said that a lot of people would be disappointed if they were to back out now"
628,628,1402679421832630278,1402687663107235848,old,Do you like your real name?, first to guess my real name gets 5$,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you like your real name?
Answer: first to guess my real name gets 5$","

This answer could be interpreted as a ""no"", because the person seems unhappy with their name if they are offering money for someone to guess it.","

this answer could be interpreted as a ""no"", because the person seems unhappy with their name if they are offering money for someone to guess it"
629,629,1418240730636513282,1418322010741030912,old,Is it too much to ask that our public health officials *look* healthy?, this should be the base standard at minimum.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it too much to ask that our public health officials *look* healthy?
Answer: this should be the base standard at minimum.","

The given answer can be interpreted as ""yes."", because the answerer mentions that it is not too much to ask for public health officials to look healthy.", mentions that it is not too much to ask for public health officials to look healthy
630,630,1459975754037358593,1459980453419655168,old,"Just between us, do you remember it all too well?"," no, i have add i can't remember things i'm sorry :/",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Just between us, do you remember it all too well?
Answer: no, i have add i can't remember things i'm sorry :/","
The given answer can be interpreted as ""no."", because the answerer says he or she cannot remember things.", says he or she cannot remember things
631,631,1385316721788133386,1385369656576417792,old,Do you ever look at yourself in the mirror and say “I really fucked up this time” ?," nah, that's for people who don't usually fuck up.",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you ever look at yourself in the mirror and say “I really fucked up this time” ?
Answer: nah, that's for people who don't usually fuck up.","
The given answer can be interpreted as ""no."", because the answerer says that he or she never looks at him or herself in the mirror and says that phrase.", says that he or she never looks at him or herself in the mirror and says that phrase
632,632,1424056943270825984,1424074597817802755,old,do you guys drink alcohol in front of your parents hey?, nope ! i only store alcohol in her fridge and come for refills,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: do you guys drink alcohol in front of your parents hey?
Answer: nope ! i only store alcohol in her fridge and come for refills"," when she’s not home
The given answer can be interpreted as ""no."", because the answerer stores alcohol in his or her parent's fridge and only comes for refills when they're not home.", stores alcohol in his or her parent's fridge and only comes for refills when they're not home
633,633,1397397112401264643,1397556831342432256,old,I never watched Game of Thrones….is it good?, hell yes it is good. i highly recommend it.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: I never watched Game of Thrones….is it good?
Answer: hell yes it is good. i highly recommend it.","

The given answer can be interpreted as ""yes."", because the answerer highly recommends the show.", highly recommends the show
634,634,1450330006320730116,1450340757030637568,old,Is it weird I want someone to spank me rn?, tbh there are probably more times the day where i want someone to spank me than not.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it weird I want someone to spank me rn?
Answer: tbh there are probably more times the day where i want someone to spank me than not.","

The given answer can be interpreted as ""no."", because the answerer mentions that there are more times during the day when they want someone to spank them than not, indicating that it is not weird to them."," mentions that there are more times during the day when they want someone to spank them than not, indicating that it is not weird to them"
635,635,1395741370355224584,1395803933159927815,old,Is it Eurovision yet?, cooking tea. lemme know if it is though.,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it Eurovision yet?
Answer: cooking tea. lemme know if it is though.","

No, it is not Eurovision yet.","

no, it is not eurovision yet"
636,636,1397076480824418310,1397107953619005444,old,...Do you die a lot in dark souls?," nah, you'll barely even get touched by the enemies in the game",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: ...Do you die a lot in dark souls?
Answer: nah, you'll barely even get touched by the enemies in the game"," if you're careful.

No, the answerer does not have any weird things that they're really good at.", does not have any weird things that they're really good at
637,637,1423712528241201156,1423739236629504005,old,Is it mean to throw a going away party for people AFTER they've left?," no, they will be there in spirit.",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it mean to throw a going away party for people AFTER they've left?
Answer: no, they will be there in spirit.","

The given answer can be interpreted as ""no."", because the person believes that the party would be for the person who left, even if they are not physically present.","

the given answer can be interpreted as ""no."", because the person believes that the party would be for the person who left, even if they are not physically present"
638,638,1383196573903904768,1383201232416862211,old,Do you drive really slow in the passing lane and use no other lane?, if you do you’re a lawbreaker.,py,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you drive really slow in the passing lane and use no other lane?
Answer: if you do you’re a lawbreaker.","

The given answer can be interpreted as ""no."", because the answerer states that driving really slow in the passing lane is illegal.", states that driving really slow in the passing lane is illegal
639,639,1413242837563494401,1413243303076708357,old,"If you meet someone online you’re interesting in maybe dating, do you Google them?", i would never date anyone online . i prefer to meet the ones i would date.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: If you meet someone online you’re interesting in maybe dating, do you Google them?
Answer: i would never date anyone online . i prefer to meet the ones i would date.","

The given answer can be interpreted as ""no."", because the answerer says that he or she prefers to meet potential dates in person.", says that he or she prefers to meet potential dates in person
640,640,1467344096201166854,1467345180168790022,old,Do you want me to keep tweeting?, just auto set these tweets for saturday’s next year and save everyone some time.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you want me to keep tweeting?
Answer: just auto set these tweets for saturday’s next year and save everyone some time.","

The answer to this question could be interpreted as a ""no."", because the answerer is asking for the tweets to be scheduled for next year, instead of continuing to tweet."," is asking for the tweets to be scheduled for next year, instead of continuing to tweet"
641,641,1383196573903904768,1383432439213694979,old,Do you drive really slow in the passing lane and use no other lane?," no, i’m not from wyoming.",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you drive really slow in the passing lane and use no other lane?
Answer: no, i’m not from wyoming."," 
The given answer can be interpreted as ""no."", because the answerer says that he or she is not from Wyoming, which is known for people driving really slow in the passing lane."," says that he or she is not from wyoming, which is known for people driving really slow in the passing lane"
642,642,1456954520152551424,1457038513577336838,old,Do you think fireworks should be banned after a certain time?, think the oxford mail should be banned they are a virus in themselves,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think fireworks should be banned after a certain time?
Answer: think the oxford mail should be banned they are a virus in themselves","

The given answer can be interpreted as ""no."", because the answerer does not mention anything about fireworks specifically.", does not mention anything about fireworks specifically
643,643,1463182448871854095,1463443208650641416,old,"Customer Service by phone is never coming back, is it?", heard that most companies are now going to move their customer service departments from india to  neptune.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Customer Service by phone is never coming back, is it?
Answer: heard that most companies are now going to move their customer service departments from india to  neptune.","

The given answer can be interpreted as ""no."", because the answerer implies that customer service is not coming back.", implies that customer service is not coming back
644,644,1450827944742490119,1450829413440950275,old,Do you own any bitcoin?, it seemed impossible to develop an environmentally-ruinous currency but we’ve done it. hard pass.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you own any bitcoin?
Answer: it seemed impossible to develop an environmentally-ruinous currency but we’ve done it. hard pass.","

The given answer can be interpreted as ""no."", because the answerer states that they do not own any bitcoin.", states that they do not own any bitcoin
645,645,1390388667210891266,1390399577539301379,old,Is it possible to make the postseason yet miss the playoffs?, yes the a's do it all the time,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it possible to make the postseason yet miss the playoffs?
Answer: yes the a's do it all the time",,
646,646,1458187549910786055,1458191166868901891,old,is it too early to put up holiday decorations?, well philippines celebrates christmas as early as september 1st 😂,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: is it too early to put up holiday decorations?
Answer: well philippines celebrates christmas as early as september 1st 😂","

The given answer can be interpreted as ""no."", because the answerer mentions that in some cultures, it is not too early to put up holiday decorations."," mentions that in some cultures, it is not too early to put up holiday decorations"
647,647,1425235547912556552,1425466972767150083,old,do you think superstar tweeters such as myself have a duty to behave as role models?," nope, press your heal button and troll away sir.",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: do you think superstar tweeters such as myself have a duty to behave as role models?
Answer: nope, press your heal button and troll away sir.","

The given answer can be interpreted as ""no."", because the answerer says that superstar tweeters do not have a duty to behave as role models.", says that superstar tweeters do not have a duty to behave as role models
648,648,1403724516983939073,1403724613310291979,old,Do you want another tik tok ?," please greet your filipino uniters ""happy independence day"" 🙏🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭",uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you want another tik tok ?
Answer: please greet your filipino uniters ""happy independence day"" 🙏🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭","
The given answer can be interpreted as ""no."", because the response does not directly address the question asked.","
the given answer can be interpreted as ""no."", because the response does not directly address the question asked"
649,649,1398136010437955589,1398138357025280002,old,Is it DameTime?, very shocked to see no offense in 2nd half.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it DameTime?
Answer: very shocked to see no offense in 2nd half.","


No, it is not DameTime.","


no, it is not dametime"
650,650,1384162484345479171,1384173499787345940,old,In a relationship.. do you fart in front of each other?, 😆😂😆🤣😂sam toots in he sleep on the regular😆,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: In a relationship.. do you fart in front of each other?
Answer: 😆😂😆🤣😂sam toots in he sleep on the regular😆","😂😆
The given answer is ""yes"", because the answerer indicates that sleeping partner toots in front of him or her on the regular.", indicates that sleeping partner toots in front of him or her on the regular
651,651,1451009236423565312,1451012517942071297,old,Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?, i try *not* to listen to that song 😬,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it just me but if you listen real hard do you hear that “Fancy like” song playing everywhere you go?
Answer: i try *not* to listen to that song 😬",,
652,652,1443549111668690948,1443769115689295873,old,KDKA Radio Morning Show poll: Do you buy meat from Dollar Tree?, fuck no. that should be an option,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: KDKA Radio Morning Show poll: Do you buy meat from Dollar Tree?
Answer: fuck no. that should be an option","

No, the given answer does not mention anything about the poll question.","

no, the given answer does not mention anything about the poll question"
653,653,1465056716391780354,1465176405482909698,old,Do you tip on take away orders?," yes, restaurant workers don't really make jack otherwise $",y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you tip on take away orders?
Answer: yes, restaurant workers don't really make jack otherwise $","2 is the least you could do


The given answer can be interpreted as ""yes."", because the answerer believes that it is important to tip on take away orders.", believes that it is important to tip on take away orders
654,654,1444178945344262150,1444179717251158020,old,Is it really that hard to not be an asshole?, twitter tends to bring out the worst in everyone,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it really that hard to not be an asshole?
Answer: twitter tends to bring out the worst in everyone","
The answer to this question is ""no."", because the answerer is stating that it is not hard to not be an asshole.", is stating that it is not hard to not be an asshole
655,655,1426184209153118214,1426345398570999814,old,Do you think that cosmetic surgery has become too common?," a bit of a pointless question and debate, mind you farage could be surgically removed.",uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think that cosmetic surgery has become too common?
Answer: a bit of a pointless question and debate, mind you farage could be surgically removed.","

The given answer can be interpreted as ""no."", because the answerer does not think that cosmetic surgery has become too common.", does not think that cosmetic surgery has become too common
656,656,1445582067069116416,1445582244844691461,old,Do you ever fart and surprise yourself?, it's time to go to sleep mom,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you ever fart and surprise yourself?
Answer: it's time to go to sleep mom","
The given answer can be interpreted as ""no."", because the answerer does not mention anything about farting and surprising themselves.", does not mention anything about farting and surprising themselves
657,657,1395540290124058627,1395540889213325313,old,"Panthers fans, do you want to talk about it?", bruh out here thinking you meant carolina lmao,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Panthers fans, do you want to talk about it?
Answer: bruh out here thinking you meant carolina lmao"," no thanks

This answer could be interpreted as a ""no."", because the answerer is not interested in talking about the Panthers.", is not interested in talking about the panthers
658,658,1399650555773980677,1399755966355099649,old,Do you think that inmates should get access to free university education while in prison?, they can hardly get a job and pay for it.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think that inmates should get access to free university education while in prison?
Answer: they can hardly get a job and pay for it.","

The given answer can be interpreted as ""yes"", because the answerer believes that inmates should get access to free university education while in prison.", believes that inmates should get access to free university education while in prison
659,659,1390388667210891266,1390402328008691721,old,Is it possible to make the postseason yet miss the playoffs?, the kings will find a way to do this 😂,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it possible to make the postseason yet miss the playoffs?
Answer: the kings will find a way to do this 😂","
The given answer can be interpreted as ""no."", because the kings will not make the playoffs.","
the given answer can be interpreted as ""no."", because the kings will not make the playoffs"
660,660,1393189626836291589,1393197494872559616,old,Do you find honesty holds you back in life?," yes, but honestly i'd be lying.",y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you find honesty holds you back in life?
Answer: yes, but honestly i'd be lying.","

The given answer can be interpreted as ""yes"", because the answerer is being honest about the fact that honesty holds him or her back in life.", is being honest about the fact that honesty holds him or her back in life
661,661,1402939403920560129,1402940019203969028,old,My boss was surprised I can drive a manual. Is it that unusual for females to be able to drive manuals?," i'm female and can confidently reverse park, apparently this makes me a unicorn.",y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: My boss was surprised I can drive a manual. Is it that unusual for females to be able to drive manuals?
Answer: i'm female and can confidently reverse park, apparently this makes me a unicorn.","

The given answer can be interpreted as ""yes."", because the answerer mentions that she is female and can do something that is apparently unusual for females to be able to do.", mentions that she is female and can do something that is apparently unusual for females to be able to do
662,662,1397076480824418310,1397077115674181632,old,...Do you die a lot in dark souls?," to awnser quickly

a lot is an understatement",y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: ...Do you die a lot in dark souls?
Answer: to awnser quickly

a lot is an understatement",", i die all the time.",", i die all the time"
663,663,1473395462912753675,1473396411270148099,old,Do you actually enjoy playing your “favorite” game?, must not be your favorite game if you don’t enjoy it.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you actually enjoy playing your “favorite” game?
Answer: must not be your favorite game if you don’t enjoy it.","

The given answer can be interpreted as ""no."", because the answerer implies that if someone does not enjoy playing their ""favorite"" game, then it cannot truly be their favorite game."," implies that if someone does not enjoy playing their ""favorite"" game, then it cannot truly be their favorite game"
664,664,1416480777106251793,1416490632865067011,old,POLL: Have you been vaccinated/do you plan to be vaccinated?, i chose to vaccinate.  i respect other choices 100%.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: POLL: Have you been vaccinated/do you plan to be vaccinated?
Answer: i chose to vaccinate.  i respect other choices 100%.","

The given answer can be interpreted as ""yes."", because the answerer has chosen to vaccinate themselves.", has chosen to vaccinate themselves
665,665,1396591030942769156,1396662694258692097,old,"Lakers fans, do you want to talk about it?", we lost to portland game one last year too. nothing to fret over.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Lakers fans, do you want to talk about it?
Answer: we lost to portland game one last year too. nothing to fret over.","

The given answer could be interpreted as a ""no."", because the Lakers fan does not want to talk about the team's loss.","

the given answer could be interpreted as a ""no."", because the lakers fan does not want to talk about the team's loss"
666,666,1447007086441758721,1447162312851402760,old,Is it possible that everyone can be rich in this world?, if you have your health you’re already rich / you can always make money …..,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it possible that everyone can be rich in this world?
Answer: if you have your health you’re already rich / you can always make money …..","but you can’t buy happiness
The answer to this question is ""no"", because the answerer states that money cannot buy happiness.", states that money cannot buy happiness
667,667,1416090206973816832,1416339989462278145,old,do you really feel fly in tru religion ?, are you willing to die for those christians,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: do you really feel fly in tru religion ?
Answer: are you willing to die for those christians","?

The given answer could be interpreted as ""no."", because the answerer does not mention anything about feeling fly in True Religion.", does not mention anything about feeling fly in true religion
668,668,1411546362450042881,1411547596443688960,old,Do you believe in reincarnation ?, idk and nobody knows. live and see what happens,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you believe in reincarnation ?
Answer: idk and nobody knows. live and see what happens",".
The given answer can be interpreted as ""no."", because the answerer implies that they do not know and nobody knows if reincarnation exists.", implies that they do not know and nobody knows if reincarnation exists
669,669,1419089031044816900,1419091115001761795,old,do you eat dairy with that milk breath?, bestie i dare you to release another song😁,uk,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: do you eat dairy with that milk breath?
Answer: bestie i dare you to release another song😁","
This answer could be interpreted as ""no"", because the person does not directly answer the question.","
this answer could be interpreted as ""no"", because the person does not directly answer the question"
670,670,1393577066193473536,1393577740645842945,old,Do you and your close friends have eachother’s locations on?, no. if they want to know where i am they can text me lol,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you and your close friends have eachother’s locations on?
Answer: no. if they want to know where i am they can text me lol","
The given answer can be interpreted as ""no."", because the answerer says that close friends would have to text him or her in order to find out his or her location.", says that close friends would have to text him or her in order to find out his or her location
671,671,1472909639650004992,1472910424559570945,old,I'm thirsty. Is it too early for a work meeting?," no, this close to christmas it is fine",n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: I'm thirsty. Is it too early for a work meeting?
Answer: no, this close to christmas it is fine","

The given answer can be interpreted as ""no."", because the answerer mentions that it is close to Christmas.", mentions that it is close to christmas
672,672,1464280612223668224,1464283370024849420,old,Is it too early for leftovers?, no such thing!!! go for it!!!!,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Is it too early for leftovers?
Answer: no such thing!!! go for it!!!!","

The given answer can be interpreted as ""no."", because the answerer enthusiastically encourages the idea of eating leftovers.", enthusiastically encourages the idea of eating leftovers
673,673,1458118861669105666,1458283292436881410,old,Do you guys still use Snapchat?, nope only when i want to see old stuff of me,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you guys still use Snapchat?
Answer: nope only when i want to see old stuff of me"," and my friends from back when we were in high school
The given answer can be interpreted as ""no."", because the answerer mentions that he or she only opens Snapchat to look at old memories.", mentions that he or she only opens snapchat to look at old memories
674,674,1465920276777025541,1466037264606277641,old,Do you sit criss-cross applesauce while gaming?, really hard to get mad when your cross cross applesauce while slurping an ice pop.,y,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you sit criss-cross applesauce while gaming?
Answer: really hard to get mad when your cross cross applesauce while slurping an ice pop.","

The answer to this question could be interpreted as ""yes"", because the answerer is saying that it is difficult to get mad while gaming when sitting in the criss-cross applesauce position.", is saying that it is difficult to get mad while gaming when sitting in the criss-cross applesauce position
675,675,1473299195109036032,1473433560971370508,old,Do you ever just think to yourself that you’re an idiot?, myself thinks i’m an asshole more so than an idiot to be honest.,n,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you ever just think to yourself that you’re an idiot?
Answer: myself thinks i’m an asshole more so than an idiot to be honest.","

The given answer can be interpreted as ""yes."", because the answerer admits to thinking of themselves as an idiot.", admits to thinking of themselves as an idiot
676,676,1415413840372805632,1415492405319589890,old,Do you think you are a reflection of your ancestors?, im blasian so probably not from either side tbh,pn,"Question: Do you have any weird things that you’re really really good at?
Answer: i can balance things, like tennis rackets or golf clubs, on my nose. 
The given answer can be interpreted as ""yes."", because the answerer mentions a list of weird things he or she is really good at.

Question: Do you think you are a reflection of your ancestors?
Answer: im blasian so probably not from either side tbh","

The given answer can be interpreted as ""no."", because the answerer mentions that they are not from either side of their ancestry.", mentions that they are not from either side of their ancestry
